x0,x1,x2,x3,y,x4,x5
A11,35.0,A0,A4,0.13,0.24,0.1
A8,21.0,A1,A107,0.04,0.03,0.0
A17,33.0,A9,A8,0.05,0.04,0.0
A7,20.0,A3,A8,0.16,0.13,0.36
A11,35.0,A7,A21,0.49,1.49,0.05
A18,,A5,A21,0.43,0.1,0.0
A1,31.0,A8,A319,0.0,0.02,0.0
A6,7.0,A1,A8,0.12,0.0,1.3
A8,22.0,A0,A308,0.16,0.11,0.0
A4,16.0,A0,A68,0.96,0.07,0.0
A17,33.0,A2,A8,0.0,0.0,0.05
,21.0,A3,A214,0.11,0.08,0.0
A7,25.0,A3,A21,0.67,0.03,0.0
A3,31.0,A10,A93,0.19,0.0,0.0
,24.0,A1,A1,0.0,0.0,0.42
A5,24.0,A1,A21,0.1,0.03,0.0
A11,34.0,A0,A17,0.28,0.37,0.03
A11,35.0,A0,A1,1.08,1.35,0.48
A3,30.0,A8,A12,0.03,0.0,0.0
A4,30.0,A6,A42,0.0,0.04,0.0
A11,35.0,A4,A40,0.02,0.0,0.03
A4,22.0,A6,A9,0.0,0.01,0.0
A1,30.0,A6,A21,0.09,0.0,0.0
A1,30.0,A8,A454,0.04,0.0,0.0
A4,36.0,A6,A26,0.03,0.03,0.0
A0,26.0,A1,A10,0.32,0.0,0.0
A8,18.0,A3,A285,0.04,0.03,0.0
A10,2.0,A9,A9,0.67,0.04,0.0
A1,28.0,A1,A381,0.04,0.04,0.0
A7,22.0,A6,A21,1.45,1.29,0.12
A2,32.0,A0,A85,0.03,0.02,0.0
A0,32.0,A0,A8,0.0,0.0,0.11
A3,31.0,A6,A106,0.04,0.0,0.0
A3,28.0,A8,A187,0.23,0.74,0.0
A15,24.0,A1,A115,0.01,0.0,0.0
,25.0,A0,A12,0.57,0.02,0.0
A1,29.0,A1,A26,0.36,0.0,0.0
A16,27.0,A8,A10,0.45,0.58,0.0
A15,22.0,A5,A124,0.06,0.02,0.0
A10,2.0,A9,A9,1.01,0.06,0.0
,,A1,A20,0.7,0.0,0.0
A0,26.0,A11,A8,0.0,0.0,0.02
A13,36.0,A4,A252,0.0,0.0,0.02
A7,23.0,A4,A17,0.19,0.15,0.26
A18,24.0,A6,A12,0.86,0.45,0.0
,15.0,A4,A8,0.0,0.0,0.4
A15,22.0,A1,A1,0.0,0.0,0.14
A6,6.0,A4,A4,0.49,0.0,0.52
A0,31.0,A2,A155,0.0,0.0,0.01
A16,32.0,A11,A25,0.0,0.0,0.09
A4,30.0,A6,A320,0.0,0.02,0.0
A0,32.0,A4,A8,0.0,0.0,0.06
A16,34.0,A4,A17,0.52,0.43,0.18
A3,27.0,A4,A29,0.37,0.0,0.0
A15,23.0,A1,A21,0.09,0.03,0.0
A4,30.0,A11,A12,0.04,0.19,0.0
A18,21.0,A6,A1,0.14,0.04,0.0
A4,35.0,A0,A26,0.36,0.64,0.0
A16,27.0,A7,A21,0.73,0.92,0.04
A8,18.0,A11,A14,0.15,0.11,0.0
A3,28.0,A0,A3,0.18,0.11,0.0
A7,26.0,A3,A1,0.0,0.0,0.03
A0,31.0,A4,A17,0.0,0.0,0.1
A0,32.0,A0,A147,0.0,0.0,0.11
A16,28.0,A2,A20,0.12,0.0,0.08
A0,25.0,A7,A54,0.0,0.0,0.01
A12,20.0,A10,A8,0.18,0.04,0.0
A3,27.0,A10,A112,0.09,0.01,0.0
A7,29.0,A5,A3,0.53,0.01,0.0
A16,32.0,A0,A8,0.0,0.0,0.02
A17,31.0,A5,A4,0.55,0.44,0.14
A7,27.0,A0,A21,0.13,0.1,0.0
A7,23.0,A5,A21,0.95,0.74,0.0
A11,35.0,A4,A44,2.47,3.15,0.24
A0,29.0,A5,A8,0.0,0.0,0.23
A16,31.0,A2,A58,0.0,0.0,0.02
A7,22.0,A7,A21,0.06,0.05,0.0
A5,22.0,A2,A15,0.01,0.0,0.15
A1,27.0,A6,A85,0.04,0.0,0.0
A3,26.0,A0,A233,0.03,0.0,0.01
A8,18.0,A1,A54,0.07,0.05,0.0
A14,12.0,A5,A1,0.0,0.0,0.06
A18,23.0,A1,A269,0.22,0.06,0.0
A7,23.0,A3,A214,0.08,0.06,0.0
A11,36.0,A0,A533,0.01,0.0,0.0
,20.0,A6,A182,0.34,0.07,0.0
A3,28.0,A4,A355,0.06,0.0,0.02
A18,24.0,A6,A36,0.19,0.05,0.0
A2,,A7,A87,0.0,0.05,0.0
A15,24.0,A9,A15,0.1,0.04,0.2
A1,28.0,A6,A39,0.78,0.5,0.03
A7,29.0,A8,A14,0.15,0.06,0.0
A3,30.0,A1,A106,0.13,0.0,0.0
A6,9.0,A9,A4,0.91,0.3,0.42
A1,29.0,A2,A94,0.0,0.05,0.0
A1,31.0,A0,A35,0.06,0.04,0.0
A8,21.0,A7,A14,0.2,0.14,0.0
A7,24.0,A11,A8,0.0,0.0,0.4
A15,24.0,A9,A14,0.3,0.11,0.0
A0,26.0,A4,A99,0.15,0.0,0.07
A2,28.0,A11,A85,0.07,0.01,0.0
A2,31.0,A0,A39,0.28,0.13,0.01
A16,27.0,A4,A403,0.0,0.03,0.03
A1,27.0,A0,A14,0.52,0.03,0.0
A4,30.0,A0,A12,0.0,0.08,0.0
A1,28.0,A8,A21,0.2,0.02,0.0
A12,18.0,A1,A1,0.0,0.0,0.27
A20,16.0,A3,A8,0.0,0.0,1.44
A2,29.0,A6,A65,0.15,0.09,0.0
A12,19.0,A7,A165,0.03,0.01,0.0
A0,29.0,A2,A1,0.0,0.0,0.08
A3,25.0,A9,A3,0.09,0.0,0.0
A7,25.0,A4,A39,0.07,0.05,0.15
A7,22.0,A4,A73,0.0,0.0,0.05
A16,33.0,A7,A54,0.07,0.23,0.01
A0,26.0,A10,A19,0.18,0.0,0.0
A0,26.0,A8,A14,0.05,0.0,0.0
A3,29.0,A8,A534,0.04,0.02,0.0
A14,14.0,A4,A15,0.0,0.0,0.7
A7,28.0,A5,A535,0.0,0.0,0.03
A8,18.0,A9,A178,0.32,0.22,0.0
A11,35.0,A8,A536,0.25,0.05,0.0
A7,21.0,A7,A10,6.85,5.09,1.87
A2,31.0,A8,A26,0.14,0.16,0.0
A5,25.0,A0,A36,0.11,0.03,0.0
A8,20.0,A1,A25,0.0,0.0,0.11
A16,27.0,A1,A26,0.13,0.0,0.0
A11,36.0,A0,A106,0.0,0.01,0.0
,23.0,A9,A9,0.14,0.11,0.0
A1,29.0,A8,A14,0.94,0.49,0.0
A15,24.0,A9,A21,0.09,0.03,0.0
A19,20.0,A7,A39,1.1,0.51,0.12
A8,18.0,A2,A10,0.0,0.0,0.11
A13,32.0,A0,A14,0.8,0.52,0.07
,29.0,A11,A8,0.0,0.0,0.07
A1,30.0,A8,A35,0.37,0.0,0.0
A4,26.0,A3,A12,0.0,0.04,0.0
A1,28.0,A1,A1,0.09,0.84,0.11
A11,36.0,A0,A14,0.02,0.0,0.0
A2,31.0,A2,A151,0.0,0.0,0.01
A11,34.0,A4,A17,0.17,0.23,0.02
A16,34.0,A1,A1,0.1,0.23,0.22
A6,11.0,A1,A15,0.41,0.1,0.47
A16,32.0,A1,A26,1.72,0.44,0.05
A0,28.0,A1,A12,0.26,0.03,0.0
A16,29.0,A1,A14,0.38,0.15,0.0
A3,30.0,A10,A145,0.04,0.0,0.0
A7,24.0,A1,A21,0.22,0.17,0.0
A15,25.0,A0,A19,0.02,0.01,0.0
A8,15.0,A4,A537,0.02,0.02,0.12
A1,31.0,A0,A14,0.07,0.01,0.0
,34.0,A2,A8,0.0,0.0,0.01
A5,22.0,A6,A21,0.6,0.16,0.0
A3,28.0,A10,A177,0.06,0.0,0.0
A8,16.0,A1,A86,0.02,0.01,0.0
A2,29.0,A8,A69,0.15,0.35,0.0
A3,29.0,A4,A39,0.0,0.0,0.14
A1,27.0,A5,A85,0.03,0.0,0.0
A16,33.0,A4,A8,0.21,0.13,0.13
A16,33.0,A0,A29,0.02,0.02,0.0
A2,26.0,A4,A39,0.09,0.02,0.0
A1,29.0,A4,A4,0.0,0.0,0.25
A7,24.0,A0,A1,0.25,0.19,0.0
A0,31.0,A2,A0,0.0,0.0,0.03
A7,22.0,A4,A9,0.1,0.08,0.56
A4,32.0,A0,A44,0.26,0.19,0.0
A3,28.0,A3,A7,0.18,0.0,0.0
A18,24.0,A7,A26,0.07,0.02,0.0
A4,35.0,A6,A26,0.07,0.1,0.0
A3,29.0,A2,A12,0.1,0.12,0.0
A3,30.0,A11,A8,0.0,0.0,0.12
A11,33.0,A7,A21,0.73,0.91,0.03
A1,30.0,A0,A99,0.21,0.12,0.04
A2,27.0,A1,A84,0.06,0.0,0.0
A4,32.0,A4,A14,2.43,2.15,0.0
A1,29.0,A0,A17,0.22,0.08,0.08
A15,25.0,A4,A15,0.71,0.52,0.74
A1,28.0,A8,A123,0.16,0.0,0.0
A7,28.0,A7,A4,0.01,0.0,0.0
A3,25.0,A2,A14,0.05,0.0,0.0
A17,32.0,A8,A15,0.0,0.0,0.16
A0,27.0,A5,A123,0.03,0.0,0.0
A3,32.0,A10,A538,0.0,0.02,0.0
A18,25.0,A0,A4,0.03,0.01,0.0
A16,32.0,A1,A39,0.06,0.5,0.0
A4,27.0,A11,A305,0.0,0.03,0.0
A9,35.0,A4,A17,0.15,0.07,0.0
A8,17.0,A1,A10,1.58,0.06,0.0
A10,1.0,A6,A169,1.18,0.08,0.0
A7,26.0,A11,A73,0.0,0.0,0.04
A3,29.0,A0,A9,0.26,0.12,0.0
A7,26.0,A2,A1,0.0,0.0,0.04
A3,26.0,A5,A29,0.0,0.01,0.13
A16,35.0,A7,A253,0.0,0.03,0.03
A3,27.0,A1,A12,0.46,0.01,0.0
A3,29.0,A0,A21,0.11,0.01,0.0
A16,27.0,A4,A12,1.69,0.87,0.14
A0,25.0,A4,A10,0.14,0.0,0.0
A13,32.0,A0,A12,0.09,0.1,0.0
A5,22.0,A9,A3,0.29,0.07,0.0
,31.0,A6,A151,0.0,0.0,0.02
A16,35.0,A0,A8,0.0,0.09,0.19
A3,27.0,A10,A19,0.02,0.0,0.0
A3,27.0,A8,A12,0.0,0.0,0.01
A7,24.0,A7,A9,0.11,0.09,0.0
A15,21.0,A9,A285,0.2,0.08,0.0
A0,27.0,A8,A9,0.08,0.0,0.0
A15,21.0,A11,A9,0.06,0.02,0.0
A0,32.0,A2,A58,0.0,0.0,0.01
A16,30.0,A4,A8,0.28,0.21,0.45
A11,36.0,A4,A17,0.06,0.07,0.14
A8,18.0,A2,A8,0.02,0.01,0.0
A15,24.0,A8,A15,0.09,0.03,0.0
A2,28.0,A0,A14,2.4,1.03,0.0
A17,31.0,A7,A15,4.74,3.91,2.67
A3,28.0,A8,A12,0.07,0.01,0.0
A7,28.0,A8,A10,0.0,0.04,0.0
A16,31.0,A1,A21,0.52,0.26,0.0
A8,18.0,A1,A539,0.0,0.0,0.24
A22,15.0,A5,A8,0.0,0.0,0.15
A5,22.0,A7,A14,0.04,0.01,0.0
A2,29.0,A5,A46,0.09,0.0,0.01
A16,27.0,A1,A26,0.08,0.01,0.0
A14,15.0,A1,A11,0.87,0.12,0.0
A4,25.0,A4,A258,0.0,0.03,0.0
A7,27.0,A0,A21,0.35,0.03,0.0
,32.0,A0,A21,0.82,0.0,0.0
A7,26.0,A8,A22,0.0,0.0,0.21
A7,25.0,A0,A51,0.36,0.01,0.0
A2,30.0,A3,A21,1.27,0.86,0.0
A5,22.0,A6,A21,0.56,0.15,0.0
A5,22.0,A6,A11,0.3,0.08,0.0
A7,28.0,A8,A18,0.29,0.23,0.0
A7,23.0,A2,A9,0.08,0.06,0.0
A1,28.0,A1,A381,0.18,0.19,0.0
A7,25.0,A7,A81,0.1,0.07,0.0
A13,34.0,A1,A1,0.0,0.0,0.07
A18,23.0,A9,A39,0.41,0.43,0.01
A18,22.0,A9,A21,0.14,0.04,0.0
A16,32.0,A0,A4,0.42,0.21,0.11
A1,30.0,A1,A29,0.16,0.0,0.0
A12,19.0,A1,A3,0.05,0.01,0.0
A1,28.0,A1,A3,0.45,1.02,0.0
A1,29.0,A0,A15,0.1,0.02,0.32
A13,33.0,A2,A111,0.0,0.0,0.07
A15,24.0,A8,A15,0.12,0.05,0.0
A17,31.0,A8,A63,0.0,0.04,0.0
A19,19.0,A7,A202,0.0,0.0,0.17
A1,28.0,A7,A68,0.27,0.01,0.0
A3,29.0,A3,A143,0.1,0.0,0.0
A7,26.0,A2,A540,0.0,0.0,0.07
A16,30.0,A2,A8,0.09,0.14,0.01
A15,24.0,A9,A1,0.0,0.0,0.2
A3,29.0,A10,A187,0.0,0.14,0.0
A8,18.0,A11,A1,0.02,0.01,0.0
A2,34.0,A6,A8,0.02,0.03,0.0
A7,28.0,A10,A21,0.28,0.22,0.0
A7,28.0,A1,A9,0.08,0.07,0.0
A17,35.0,A0,A8,0.0,0.0,0.03
A3,27.0,A8,A85,0.15,0.0,0.0
A3,27.0,A11,A39,0.2,0.0,0.0
A3,25.0,A5,A9,0.14,0.02,0.32
A7,25.0,A1,A1,0.0,0.0,0.11
A4,33.0,A3,A21,0.48,0.77,0.0
,28.0,A8,A9,0.13,0.0,0.0
A16,27.0,A1,A39,0.0,0.1,0.0
A14,13.0,A1,A15,0.0,0.0,0.8
A4,18.0,A11,A14,0.0,0.04,0.0
,30.0,A8,A20,0.0,0.0,0.03
A3,27.0,A8,A1,0.02,0.0,0.0
A8,19.0,A7,A228,0.2,0.14,0.0
A7,30.0,A2,A155,0.0,0.0,0.02
A5,25.0,A2,A14,0.07,0.02,0.0
A2,31.0,A8,A395,0.0,0.03,0.0
A16,,A8,A395,0.0,0.04,0.0
A2,,A7,A9,0.3,0.32,0.0
,25.0,A1,A1,0.0,0.0,0.02
A1,30.0,A2,A9,0.05,0.0,0.0
A17,32.0,A4,A8,0.0,0.0,0.2
A7,24.0,A6,A12,0.64,0.34,0.0
A17,32.0,A0,A135,0.0,0.0,0.05
A16,31.0,A7,A4,0.04,0.1,0.0
A18,23.0,A1,A21,0.62,0.04,0.0
A7,24.0,A1,A14,0.18,0.14,0.0
A3,40.0,A3,A12,0.27,0.0,0.0
A12,19.0,A11,A15,0.22,0.05,0.0
A12,20.0,A1,A1,0.0,0.0,0.29
A3,28.0,A0,A14,1.42,0.61,0.0
A0,28.0,A4,A352,0.06,0.0,0.08
A2,29.0,A5,A8,0.71,0.42,0.05
A6,8.0,A9,A15,5.39,1.18,0.7
A3,30.0,A10,A99,0.04,0.0,0.0
A8,20.0,A0,A402,0.03,0.02,0.0
A12,18.0,A7,A6,0.35,0.06,0.0
A4,36.0,A11,A305,0.0,0.03,0.0
A3,29.0,A7,A3,0.13,0.0,0.0
A21,34.0,A10,A15,0.56,0.36,0.19
A16,31.0,A3,A106,0.07,0.03,0.0
A3,27.0,A11,A8,0.0,0.0,0.26
A0,27.0,A8,A81,0.06,0.0,0.0
A7,23.0,A5,A36,0.08,0.06,0.0
A4,27.0,A7,A39,0.0,0.01,0.0
A7,26.0,A4,A85,0.0,0.0,0.12
A7,28.0,A2,A25,0.0,0.0,0.07
A3,30.0,A0,A3,0.13,0.12,0.0
A15,25.0,A9,A6,0.08,0.03,0.0
A1,29.0,A10,A3,0.29,0.39,0.0
A2,27.0,A4,A69,0.41,0.02,0.0
A17,35.0,A0,A8,0.0,0.0,0.13
A3,30.0,A8,A7,0.06,0.0,0.0
,29.0,A7,A3,0.29,0.07,0.0
A22,15.0,A8,A118,0.0,0.0,0.1
A3,26.0,A1,A21,0.05,0.01,0.0
A8,16.0,A7,A27,0.04,0.02,0.0
A1,30.0,A2,A8,0.16,0.06,0.0
A7,22.0,A11,A8,0.0,0.0,0.38
A1,30.0,A1,A106,0.02,0.0,0.0
A9,35.0,A8,A536,0.35,0.04,0.0
A1,,A0,A39,0.05,0.0,0.0
,27.0,A9,A14,0.41,0.02,0.0
A15,22.0,A4,A9,0.03,0.01,0.09
A7,27.0,A11,A107,0.0,0.0,0.44
A1,28.0,A7,A243,0.02,0.0,0.0
A4,31.0,A11,A20,0.0,0.01,0.0
A0,30.0,A4,A111,0.0,0.0,0.01
A5,23.0,A7,A21,0.69,0.48,0.01
A5,23.0,A0,A4,0.03,0.01,0.0
,22.0,A9,A6,0.04,0.01,0.0
A4,,A8,A20,0.06,0.04,0.0
A16,28.0,A9,A10,0.01,0.06,0.0
A0,26.0,A8,A1,0.01,0.0,0.0
A2,29.0,A0,A14,0.84,0.35,0.0
A1,30.0,A0,A3,0.14,0.07,0.0
A7,25.0,A8,A75,0.03,0.02,0.0
A16,32.0,A3,A58,0.0,0.0,0.01
,,A0,A14,0.2,0.01,0.0
,25.0,A10,A10,0.11,0.0,0.0
A2,29.0,A0,A21,0.62,0.27,0.0
A8,20.0,A8,A29,0.04,0.03,0.0
A4,28.0,A0,A14,0.01,0.0,0.0
A3,28.0,A7,A144,0.02,0.0,0.0
A1,28.0,A2,A64,0.03,0.0,0.0
A18,26.0,A1,A26,0.02,0.01,0.0
A16,29.0,A0,A68,2.23,1.34,0.07
A16,32.0,A2,A109,0.04,0.15,0.0
A10,2.0,A0,A14,0.14,0.01,0.0
A7,,A7,A20,0.28,0.22,0.0
A13,37.0,A4,A39,0.0,0.0,0.01
A7,24.0,A0,A10,0.62,0.48,0.0
A18,22.0,A0,A6,0.06,0.02,0.0
A18,23.0,A1,A21,1.02,0.02,0.0
A18,24.0,A8,A9,0.07,0.02,0.0
A7,24.0,A2,A25,0.0,0.0,0.05
A17,31.0,A0,A168,0.0,0.01,4.703240311308469
,21.0,A7,A10,0.07,0.06,0.0
A3,30.0,A0,A83,0.01,0.0,0.0
A9,33.0,A6,A14,1.87,0.77,0.0
A3,27.0,A0,A292,0.05,0.0,0.0
A1,28.0,A10,A64,0.12,0.0,0.0
A8,17.0,A11,A164,0.02,0.01,0.0
A15,22.0,A0,A21,0.09,0.03,0.0
A16,29.0,A1,A106,0.0,0.01,0.0
A0,33.0,A2,A38,0.0,0.0,0.01
A15,25.0,A4,A9,0.04,0.01,0.0
A2,26.0,A9,A12,0.1,0.0,0.0
A16,30.0,A6,A21,0.44,0.27,0.01
A3,,A2,A20,0.11,0.0,0.0
A12,20.0,A7,A15,0.65,0.15,0.19
A0,27.0,A7,A202,0.0,0.0,0.02
A16,29.0,A8,A14,0.53,0.4,0.0
A8,21.0,A0,A182,0.04,0.02,0.0
A12,18.0,A1,A1,0.06,0.3,0.19
A16,35.0,A4,A8,0.05,0.09,0.42
A7,21.0,A7,A11,0.08,0.06,0.0
A22,16.0,A2,A39,0.0,0.0,0.41
A3,29.0,A8,A390,0.25,0.0,0.0
A1,30.0,A1,A1,0.36,0.06,0.0
A4,20.0,A11,A21,1.32,0.02,0.0
A2,29.0,A9,A12,0.07,0.01,0.0
A7,21.0,A3,A216,0.0,0.0,0.04
A16,31.0,A8,A18,0.07,0.0,0.0
A2,30.0,A6,A39,0.19,0.17,0.03
A16,29.0,A0,A4,1.96,1.43,1.08
A12,19.0,A0,A11,0.18,0.08,0.0
A15,25.0,A1,A9,0.25,0.09,0.0
A2,27.0,A0,A25,0.03,0.0,0.01
A0,26.0,A4,A1,0.0,0.0,0.03
A0,29.0,A2,A28,0.0,0.0,0.01
,29.0,A1,A68,0.0,0.01,0.0
A6,7.0,A9,A4,0.45,0.08,0.27
A3,30.0,A8,A3,0.08,0.0,0.0
A2,28.0,A11,A21,0.16,0.06,0.0
A7,23.0,A0,A39,0.02,0.02,0.0
A7,21.0,A1,A21,2.5,0.16,0.01
A22,14.0,A2,A76,0.0,0.0,0.06
A13,34.0,A0,A35,0.09,0.29,0.0
A7,20.0,A6,A68,0.21,0.17,0.0
A1,30.0,A1,A1,0.08,0.1,0.03
A5,23.0,A1,A21,0.08,0.02,0.0
A3,28.0,A1,A39,0.0,0.0,0.23
A8,21.0,A11,A8,0.0,0.0,0.11
A7,21.0,A7,A10,0.16,-6.887823760927966,0.0
A0,29.0,A4,A403,0.18,0.06,0.34
A1,29.0,A8,A49,0.06,0.0,0.0
A11,35.0,A0,A43,0.07,0.03,0.02
A15,24.0,A11,A9,0.08,0.03,0.0
A7,26.0,A2,A1,0.0,0.0,0.05
A16,34.0,A0,A12,0.56,0.89,0.1
A15,24.0,A1,A64,0.04,0.02,0.0
,29.0,A0,A21,0.47,0.24,0.01
,35.0,A1,A10,0.03,0.0,0.0
A7,26.0,A2,A221,0.0,0.0,0.11
A15,24.0,A0,A207,0.03,0.01,0.0
A8,18.0,A10,A3,0.05,0.03,1.1
A4,34.0,A0,A17,0.0,0.05,0.0
A16,34.0,A3,A181,0.0,0.0,0.02
A18,22.0,A0,A69,1.54,0.44,0.04
A7,21.0,A3,A25,0.11,0.09,0.14
A0,30.0,A3,A10,0.02,0.17,0.0
A11,35.0,A0,A17,0.46,1.02,0.07
A3,29.0,A8,A3,0.1,0.0,0.0
A5,23.0,A1,A6,0.03,0.01,0.0
A0,31.0,A0,A25,0.0,0.0,0.11
A7,22.0,A2,A182,0.03,0.02,0.0
A21,32.0,A0,A3,0.07,0.07,0.0
A4,28.0,A3,A21,0.0,0.07,0.0
A8,19.0,A10,A9,0.46,0.32,0.0
A16,32.0,A1,A21,0.11,0.92,0.0
A8,21.0,A6,A8,0.03,0.02,0.0
A18,23.0,A6,A36,0.01,0.0,0.0
A3,25.0,A4,A8,0.0,0.0,0.09
A8,20.0,A1,A6,0.07,0.05,0.0
A3,30.0,A0,A111,0.0,0.0,0.02
A15,25.0,A8,A19,0.09,0.03,0.0
A16,29.0,A6,A12,0.35,0.38,0.01
A8,16.0,A9,A4,0.44,0.3,0.09
A4,31.0,A6,A17,0.25,0.25,0.0
A7,24.0,A1,A10,0.13,0.1,0.0
A3,31.0,A9,A112,0.06,0.0,0.0
A16,30.0,A8,A88,0.05,0.03,0.0
A4,30.0,A7,A14,0.01,0.04,0.0
A3,28.0,A8,A130,0.01,0.02,0.0
A2,,A1,A21,0.54,0.0,0.01
,19.0,A8,A428,0.0,0.0,0.5
A7,28.0,A0,A39,0.36,0.0,0.0
A15,24.0,A0,A14,0.07,0.03,0.0
A2,33.0,A0,A17,0.86,0.87,0.01
A4,31.0,A4,A20,0.09,0.09,0.0
A3,28.0,A2,A1,0.03,0.01,0.11
A15,22.0,A0,A15,1.75,0.52,0.33
A1,28.0,A8,A12,0.09,0.01,0.0
A3,29.0,A1,A3,0.18,0.11,0.0
A7,22.0,A1,A39,0.51,0.4,0.0
A8,21.0,A1,A11,0.03,0.02,0.0
A1,28.0,A7,A39,0.5,0.32,0.02
A3,30.0,A4,A541,0.0,0.0,0.03
A8,18.0,A6,A206,0.01,0.01,0.0
A1,27.0,A6,A39,0.42,0.21,0.08
A12,17.0,A5,A6,0.23,0.06,0.0
A3,28.0,A3,A292,0.0,0.01,0.0
A13,35.0,A9,A14,0.03,0.01,0.0
A17,36.0,A8,A67,0.0,0.0,0.04
A5,22.0,A0,A6,0.02,0.01,0.0
A3,28.0,A4,A17,0.0,0.0,0.07
A0,30.0,A0,A39,0.18,0.12,0.0
A1,30.0,A8,A3,0.89,0.04,0.0
A15,21.0,A0,A105,0.03,0.01,0.0
A9,36.0,A7,A96,0.0,0.01,0.0
A5,23.0,A4,A14,0.04,0.01,0.0
A3,27.0,A3,A21,0.33,0.03,0.21
A3,26.0,A8,A36,0.07,0.01,0.0
A16,32.0,A0,A3,0.51,0.62,0.0
A15,21.0,A7,A3,0.11,0.04,0.0
A16,29.0,A1,A21,2.03,0.13,0.0
A17,32.0,A2,A20,0.0,0.0,0.04
A22,16.0,A11,A25,0.0,0.0,0.12
A13,34.0,A2,A73,0.0,0.0,0.01
A0,30.0,A2,A20,0.0,0.0,0.02
A3,26.0,A10,A15,0.74,0.03,0.36
A3,29.0,A10,A135,0.0,0.0,0.2
,29.0,A6,A44,0.11,0.02,0.0
A17,36.0,A11,A15,0.0,0.0,0.05
A3,29.0,A2,A39,0.0,0.0,0.03
A15,22.0,A8,A9,0.13,0.05,0.0
A4,31.0,A10,A72,0.02,0.0,0.0
A0,28.0,A1,A21,0.23,0.73,0.02
A16,33.0,A6,A29,0.04,0.03,0.27
,27.0,A4,A9,0.0,0.01,0.0
A1,,A8,A20,0.06,0.0,0.0
A8,16.0,A4,A345,0.01,0.01,0.0
A16,32.0,A2,A8,0.0,0.0,0.03
A12,17.0,A7,A141,0.28,0.17,0.0
A7,20.0,A7,A21,0.34,0.27,0.0
A11,34.0,A2,A287,0.12,0.25,0.01
A3,27.0,A8,A21,0.0,0.0,0.01
A1,28.0,A1,A1,0.12,0.0,0.01
A2,27.0,A6,A12,0.87,0.05,0.02
A18,23.0,A7,A11,0.02,0.0,0.0
A4,31.0,A6,A542,0.0,0.23,0.0
A7,23.0,A0,A1,0.46,0.36,0.0
A1,27.0,A1,A39,2.58,3.9,0.66
A16,32.0,A0,A8,0.0,0.0,0.02
A2,33.0,A6,A151,0.0,0.0,0.01
A17,33.0,A4,A99,0.22,0.13,0.04
A7,28.0,A1,A21,0.07,0.06,0.0
A2,34.0,A6,A26,0.46,0.22,0.01
A5,26.0,A2,A3,0.39,0.1,0.0
A7,22.0,A0,A8,1.26,0.05,0.0
A7,28.0,A8,A51,0.17,0.13,0.0
A3,27.0,A0,A51,0.08,0.03,0.0
A4,33.0,A0,A12,0.04,0.13,0.0
A7,20.0,A4,A12,0.1,0.08,0.15
A4,28.0,A0,A12,0.01,0.45,0.0
A3,29.0,A10,A83,0.29,0.0,0.0
A0,29.0,A2,A10,0.0,0.0,0.02
A16,31.0,A1,A12,0.12,0.0,0.0
A9,36.0,A6,A106,0.05,0.07,0.0
A3,30.0,A8,A16,0.16,0.0,0.0
A18,21.0,A3,A41,0.3,0.1,0.0
A2,26.0,A7,A3,0.22,0.02,0.0
A18,22.0,A10,A118,0.01,0.0,0.0
A8,15.0,A0,A285,0.05,0.03,0.0
A2,32.0,A0,A151,0.0,0.0,0.02
A0,30.0,A10,A1,0.07,0.0,0.0
A7,28.0,A0,A14,0.24,0.0,0.0
A16,,A0,A36,0.18,0.14,0.0
A16,32.0,A6,A26,0.14,0.14,0.0
A3,27.0,A10,A19,0.1,0.0,0.0
A17,36.0,A0,A15,0.02,0.01,0.01
A4,33.0,A0,A1,0.0,0.09,0.0
A17,31.0,A0,A12,0.14,0.07,0.07
A13,33.0,A1,A1,0.0,0.0,0.06
A7,23.0,A8,A10,0.88,2.3,0.2
A5,22.0,A5,A12,0.06,0.02,0.0
A1,29.0,A8,A12,0.22,0.0,0.0
A7,25.0,A0,A14,0.57,0.02,0.07
A2,28.0,A0,A3,0.08,0.04,0.0
A7,28.0,A2,A8,0.0,0.0,0.06
A3,25.0,A0,A4,0.08,0.0,0.01
A8,21.0,A2,A228,0.1,0.07,0.0
A7,26.0,A1,A8,0.0,0.0,0.14
A14,15.0,A5,A62,0.0,0.0,0.28
A5,21.0,A9,A12,0.14,0.04,0.0
A2,33.0,A0,A1,0.06,0.16,0.0
A4,31.0,A11,A63,0.0,0.1,0.0
A7,22.0,A2,A10,0.15,0.12,0.0
A13,33.0,A0,A185,0.0,0.01,0.09
A4,30.0,A8,A35,0.05,0.0,0.0
A14,15.0,A4,A146,0.0,0.0,0.13
A0,25.0,A7,A21,0.7,0.06,0.0
A18,23.0,A1,A21,0.24,0.49,0.0
A4,26.0,A3,A12,0.0,0.01,0.0
,35.0,A1,A21,0.08,0.01,0.0
A18,26.0,A6,A12,0.06,0.02,0.0
A7,26.0,A1,A21,0.17,0.13,0.02
A15,25.0,A9,A3,0.13,0.05,0.0
A7,28.0,A6,A39,0.0,0.0,0.02
A12,19.0,A9,A1,0.44,0.1,0.04
A1,32.0,A8,A12,4.14,2.21,0.0
A9,36.0,A9,A106,0.01,0.0,0.0
A1,32.0,A0,A15,0.34,0.0,0.33
A16,29.0,A8,A10,0.16,0.58,0.0
